scraped_at,modele,finition,prix,annee_mise_en_circulation,kilometrage,carburant,transmission,puissance,nb_ancien_proprietaire,classe_vehicule,nb_porte,nb_place,couleur,sellerie,classe_emission,emission_CO2,crit_air,usage_commerciale_anterieure,url_annonce
2025-04-09,Volkswagen up!,1.0 Up! Beats Audio,7 990 €,12.09.2017,63 975 km,Essence,Boite de vitesse manuelle,75 CV / 55 kW,1,Citadine,5,4,Blanc,Tissu (Sellerie d'origine),EURO 6,101 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/volkswagen-up/id/686445fd-5db6-46e4-9a28-6841e4442262/?financePeriod=84&cashAmount=50000&impression_id=YjdmNTZhZjYtNjA1MC00MWIyLWEwZDYtODQyY2ZkOTNmY2Y4KzE3NDQxODE4NTE1NTI%3D
2025-04-09,Audi A3 Limousine,2.0 TDI Design S Tronic 6,18 590 €,17.03.2017,91 243 km,Diesel,Double embrayage / DCT,150 CV / 110 kW,4,Berline,4,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,118 g/km,Crit'Air 2,Oui,https://www.autohero.com/fr/audi-a-3-limousine/id/8f82ae17-645f-4162-9d99-46304c9c561b/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Clio,1.3 TCe RS Line,16 790 €,17.06.2022,57 671 km,Essence,Boite de vitesse manuelle,140 CV / 103 kW,3,Citadine,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,122 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/renault-clio/id/12034d41-13ca-43b1-bcee-a9031f51a149/?financePeriod=84&cashAmount=50000
2025-04-09,Citroen C3,1.2 PureTech Shine BV6,8 990 €,13.12.2019,54 863 km,Essence,Boite de vitesse manuelle,110 CV / 81 kW,2,Citadine,5,5,Bleu,Tissu (Sellerie d'origine),EURO 6,104 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/citroen-c-3/id/c830e2fb-692e-4ec0-85e0-a840feadfd03/?financePeriod=84&cashAmount=50000
2025-04-09,Kia XCeed,1.6 GDi ISG PHEV Active DCT6,19 790 €,17.10.2022,50 098 km,Hybride,Double embrayage / DCT,141 CV / 104 kW,2,SUV,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,32 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/kia-x-ceed/id/54d963f5-8a06-4a17-9cf3-4fe50f6703d1/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 2008,1.5 Blue-HDi GT Line EAT6,13 390 €,31.10.2018,64 649 km,Diesel,Boite de vitesse automatique,120 CV / 88 kW,Inconnu,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,,Crit'Air 2,,https://www.autohero.com/fr/peugeot-2008/id/6a1226d6-5ecb-4e2d-b853-44403d05f72b/?financePeriod=84&cashAmount=50000
2025-04-09,DS Automobiles DS3 Crossback,1.5 Blue-HDi So Chic Automatique,17 190 €,13.10.2021,65 406 km,Diesel,Boite de vitesse automatique,130 CV / 96 kW,3,SUV,5,5,Rouge,Mi-cuir (Sellerie d'origine),EURO 6,126 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/ds-automobiles-ds-3-crossback/id/5bc2d3cd-310a-4943-9099-1775347f750b/?financePeriod=84&cashAmount=50000&impression_id=ZDZhNjlmYjctMmNhZi00NzdkLThmYjMtYjc2ZjJiMTA1Y2NhKzE3NDQxODE5NDY0NzU%3D
2025-04-09,Toyota Yaris,1.5 Hybrid Dynamic,14 890 €,11.06.2020,45 268 km,Hybride,Boite de vitesse automatique,100 CV / 74 kW,1,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 7,108 g/km,,Non,https://www.autohero.com/fr/toyota-yaris/id/557967c4-7fe7-494a-aa7a-a2cb1f5f0c71/?financePeriod=84&cashAmount=50000&impression_id=NmY0ODdhZTctNjMwMi00YTY0LThiMDAtYjI2Mzc5NTZiNzAxKzE3NDQxODIxMDkxNTU%3D
2025-04-09,Dacia Duster,1.3 TCe Prestige 4x2,13 990 €,28.06.2019,63 549 km,Essence,Boite de vitesse manuelle,150 CV / 110 kW,1,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,138 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/dacia-duster/id/004734bc-6f2c-401c-aa96-3db8623f4a7a/?financePeriod=84&cashAmount=50000
2025-04-09,Audi Q2,35 TFSI COD Sport S Tronic,19 690 €,19.06.2019,74 920 km,Essence,Boite de vitesse automatique,150 CV / 110 kW,Inconnu,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,121 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/audi-q-2/id/1509d6fd-d8d9-4903-8b18-1e4136bb13d0/?financePeriod=84&cashAmount=50000
2025-04-09,Toyota Yaris,1.5 Hybrid Dynamic,14 290 €,09.07.2018,36 039 km,Hybride,Boite de vitesse automatique,100 CV / 74 kW,2,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,84 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/toyota-yaris/id/640062f4-be21-41ac-acc5-85e659798b23/?financePeriod=84&cashAmount=50000
2025-04-09,Citroen C4 Cactus,1.5 Blue-HDi C-Series EAT6,15 490 €,18.05.2020,76 535 km,Diesel,Boite de vitesse automatique,120 CV / 88 kW,2,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,130 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/citroen-c-4-cactus/id/1975a9fa-cb8d-4452-bcb8-cec27a1e6d3e/?financePeriod=84&cashAmount=50000
2025-04-09,Fiat Tipo,1.4 Pop,10 290 €,13.11.2018,25 065 km,Essence,Boite de vitesse manuelle,95 CV / 70 kW,1,Berline,5,5,Bleu,Tissu (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/fiat-tipo/id/ca572761-cf5f-40a0-94d5-90eb3ff72688/?financePeriod=84&cashAmount=50000&impression_id=NTJjNzIxOGItYjNlNS00MGE1LWIxM2MtZWZhMmNiOWMwNGZiKzE3NDQxODIwNzc2OTQ%3D
2025-04-09,Mercedes-Benz Classe GLB,200 d AMG Line,41 490 €,27.06.2022,29 943 km,Diesel,Boite de vitesse automatique,150 CV / 110 kW,2,SUV,5,7,Rouge,Mi-cuir (Sellerie d'origine),EURO 6,150 g/km,Crit'Air 2,Oui,https://www.autohero.com/fr/mercedes-benz-classe-glb/id/9a6133b9-b044-49b3-ba08-a51a36e53a78/?financePeriod=84&cashAmount=50000
2025-04-09,Dacia Sandero,Stepway 1.0 TCe Confort CVT,15 090 €,05.07.2021,18 087 km,Essence,Boite de vitesse automatique,91 CV / 67 kW,1,Citadine,5,5,Orange,Tissu (Sellerie d'origine),EURO 6,140 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/dacia-sandero/id/bc4e5374-b162-4afa-a1b5-802cb0346792/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Scenic,1.3 TCe Energy Intens EDC,13 390 €,29.03.2018,80 634 km,Essence,Double embrayage / DCT,163 CV / 120 kW,3,Monospace,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,122 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/renault-scenic/id/9e3a717b-ea4f-4a3b-a2c3-5b55536e55a8/?financePeriod=84&cashAmount=50000
2025-04-09,Volkswagen T-Roc,1.5 TSI EVO R-Line DSG7,22 590 €,24.12.2020,95 160 km,Essence,Double embrayage / DCT,150 CV / 110 kW,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,155 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/volkswagen-t-roc/id/a2ca758d-921a-40ba-9ee8-7c5588cfc43b/?financePeriod=84&cashAmount=50000&impression_id=NjI2ZmZkNzYtYzc0Yy00NWUyLThiNDUtZTYxZWRjYWI1Y2JlKzE3NDQxODE3OTMxNjU%3D
2025-04-09,Citroen DS4 Crossback,1.2 PureTech Sport Chic,9 290 €,19.03.2018,87 539 km,Essence,Boite de vitesse manuelle,130 CV / 96 kW,Inconnu,Berline,5,5,Rouge,Cuir (Sellerie d'origine),EURO 6,114 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/citroen-ds-4-crossback/id/d6daa7ac-c77b-4046-8143-68b057ba442e/?financePeriod=84&cashAmount=50000&impression_id=YTYwYjA2YmMtOTY4NS00ZjgwLTgwZTItOTVkMmI4ZDJjMTYxKzE3NDQxODE5ODgzODM%3D
2025-04-09,Toyota C-HR,1.2 T Graphic CVT AWD,17 190 €,19.06.2017,43 996 km,Essence,Boite de vitesse automatique,116 CV / 85 kW,4,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,144 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/toyota-c-hr/id/05749c45-cfd7-4f28-973b-9bd1bf4883a8/?financePeriod=84&cashAmount=50000&impression_id=Nzg3MzBmMjktMzg3NS00MjA3LTg0MWEtYTlmMjkzYjdkMGUzKzE3NDQxODIxMTk2ODc%3D
2025-04-09,Peugeot 308,1.2 PureTech Allure,8 690 €,31.03.2017,94 586 km,Essence,Boite de vitesse manuelle,130 CV / 96 kW,Inconnu,Berline,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,107 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-308/id/9551972f-dabf-4500-8d68-b9600c1d309b/?financePeriod=84&cashAmount=50000
2025-04-09,Volkswagen T-Cross,1.0 TSI Carat,16 890 €,18.07.2020,69 341 km,Essence,Boite de vitesse manuelle,116 CV / 85 kW,2,SUV,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,137 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/volkswagen-t-cross/id/3a33dee2-cbe3-40a5-9bdc-195b5aba819e/?financePeriod=84&cashAmount=50000&impression_id=ODM2MTVjYWQtNmZmYS00MTk4LWIwYzYtMzkyYjAzZjg3NmY1KzE3NDQxODIxMDkyMDE%3D
2025-04-09,DS Automobiles DS4,1.6 E-Tense Hybride Performance Line + EAT8,25 990 €,30.06.2022,34 009 km,Hybride,Boite de vitesse automatique,225 CV / 165 kW,Inconnu,Berline,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,30 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/ds-automobiles-ds-4/id/ae9a1737-c8dc-4080-85bb-cb0ab5a8a14e/?financePeriod=84&cashAmount=50000
2025-04-09,Ford Fiesta,1.1 Trend,9 790 €,25.10.2018,48 398 km,Essence,Boite de vitesse manuelle,85 CV / 63 kW,2,Citadine,3,5,Bleu,Tissu (Sellerie d'origine),EURO 6,96 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/ford-fiesta/id/36b010b3-be67-47d6-a945-21750d3f258b/?financePeriod=84&cashAmount=50000
2025-04-09,Audi A1,Sportback 30 TFSI Design S Tronic 7,17 590 €,15.11.2018,80 648 km,Essence,Boite de vitesse automatique,116 CV / 85 kW,3,Citadine,5,5,Rouge,Tissu (Sellerie d'origine),EURO 6,106 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/audi-a-1/id/51874073-7946-4f01-ba10-389f8612140d/?financePeriod=84&cashAmount=50000
2025-04-09,Mercedes-Benz Classe A,160 Inspiration,16 890 €,24.02.2017,53 238 km,Essence,Boite de vitesse manuelle,102 CV / 75 kW,3,Berline,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,126 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/mercedes-benz-classe-a/id/0b962cde-abd5-4471-afd1-a8685fe02ffe/?financePeriod=84&cashAmount=50000&impression_id=ODY2YmU0MWMtMzdmMS00MzEyLWJjYzktYzNjODMzZjg1MDdjKzE3NDQxODIxNTY1MjE%3D
2025-04-09,Peugeot 2008,1.2 PureTech Allure EAT8,14 790 €,08.09.2020,51 945 km,Essence,Boite de vitesse automatique,131 CV / 96 kW,2,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,139 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-2008/id/85bb544e-6508-4f46-b790-4d9d4917ef50/?financePeriod=84&cashAmount=50000
2025-04-09,Audi A6,Avant 2.0 TDI S Line S Tronic Quattro,27 790 €,27.06.2018,91 108 km,Diesel,Double embrayage / DCT,190 CV / 140 kW,2,Break,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,,Crit'Air 2,,https://www.autohero.com/fr/audi-a-6/id/3d3a6062-d687-44b9-9e14-0471277e75d6/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Captur,1.6 E-Tech Full Hybrid Techno Fast Track,20 990 €,27.03.2023,8 312 km,Hybride,Boite de vitesse automatique,145 CV / 105 kW,1,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,107 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/renault-captur/id/63fd17a7-ecdb-43fc-b9bc-84486fbc2e08/?financePeriod=84&cashAmount=50000
2025-04-09,Citroen C3,1.2 PureTech Graphic,8 890 €,09.07.2020,64 908 km,Essence,Boite de vitesse manuelle,82 CV / 61 kW,1,Citadine,5,5,Rouge,Tissu (Sellerie d'origine),EURO 6,128 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/citroen-c-3/id/31f34d58-8a46-4ea8-bd56-b70d56814ad0/?financePeriod=84&cashAmount=50000
2025-04-09,Toyota Yaris,1.5 Hybrid France,12 690 €,08.03.2018,79 152 km,Hybride,Boite de vitesse automatique,100 CV / 74 kW,2,Citadine,5,5,Bleu,Tissu (Sellerie d'origine),EURO 6,75 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/toyota-yaris/id/86c1c094-1d2a-4ca4-8290-cc73dfdc3a90/?financePeriod=84&cashAmount=50000
2025-04-09,Mercedes-Benz Classe E,Coupé 400 d AMG Line 4Matic 9G-Tronic,42 590 €,05.11.2019,68 430 km,Diesel,Boite de vitesse automatique,340 CV / 250 kW,1,Coupé,2,4,Bleu,Mi-cuir (Sellerie d'origine),EURO 6,154 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/mercedes-benz-classe-e/id/52e14ce0-5dd5-466a-a10c-e6506e57e136/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Mégane,1.5 dCi Blue Intens,15 590 €,28.09.2020,77 385 km,Diesel,Boite de vitesse manuelle,115 CV / 85 kW,2,Berline,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,117 g/km,Crit'Air 2,Oui,https://www.autohero.com/fr/renault-megane/id/466928f3-d595-4afd-a0b4-c42a6d747830/?financePeriod=84&cashAmount=50000&impression_id=YWRmOThlNGQtNjA3OS00ZjliLWI2NGUtMjYwMzA4OTEyYzFkKzE3NDQxODIwMTk4NDM%3D
2025-04-09,Audi A1,Sportback 30 TFSI Design Luxe S Tronic 7,21 990 €,18.05.2021,55 345 km,Essence,Double embrayage / DCT,110 CV / 81 kW,2,Citadine,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/audi-a-1/id/8cf30553-cf82-45d5-b5b2-185a1a8af6d3/?financePeriod=84&cashAmount=50000&impression_id=ODA1Y2RkNzUtNzg1Yi00YzExLWIyNGUtZTFmODQ5OTY3M2EzKzE3NDQxODIwNjE5MDQ%3D
2025-04-09,Renault Captur,0.9 TCe Limited,9 390 €,14.10.2019,90 568 km,Essence,Boite de vitesse manuelle,90 CV / 66 kW,Inconnu,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,125 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/renault-captur/id/9c633c35-64c2-4b23-a981-b417fa44202e/?financePeriod=84&cashAmount=50000
2025-04-09,Fiat 500C,C 1.2 Lounge,9 890 €,31.05.2018,42 738 km,Essence,Boite de vitesse manuelle,69 CV / 51 kW,4,Cabriolet,2,4,Blanc,Cuir (Sellerie d'origine),EURO 6,115 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/fiat-500-c/id/fd63b187-8669-4afd-8115-03dc708843ec/?financePeriod=84&cashAmount=50000
2025-04-09,Citroen C3 Aircross,1.2 PureTech Shine Pack EAT6,14 590 €,16.06.2022,50 290 km,Essence,Boite de vitesse automatique,131 CV / 96 kW,3,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,142 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/citroen-c-3-aircross/id/538506ed-1227-44c4-b3d3-ab86b9381144/?financePeriod=84&cashAmount=50000
2025-04-09,Dacia Sandero,Stepway 1.0 TCe Confort,15 190 €,19.05.2021,18 067 km,Essence,Boite de vitesse manuelle,91 CV / 67 kW,1,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,127 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/dacia-sandero/id/0402bc4a-406c-4160-8b7d-d22ec204e643/?financePeriod=84&cashAmount=50000
2025-04-09,Skoda Fabia,1.0 TSI,10 190 €,20.06.2018,70 394 km,Essence,Boite de vitesse manuelle,95 CV / 70 kW,Inconnu,Citadine,5,5,Beige,Tissu (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/skoda-fabia/id/854f8227-f36e-46d4-8750-17ac35283204/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot Rifter,1.5 Blue-HDi Active,17 090 €,18.06.2018,35 658 km,Diesel,Boite de vitesse manuelle,102 CV / 75 kW,2,Monospace,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,112 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/peugeot-rifter/id/030cf89c-fafa-4753-9691-1c40cb202fe2/?financePeriod=84&cashAmount=50000
2025-04-09,Audi A5 Sportback,40 TFSI S Line S Tronic 7,30 390 €,05.06.2020,63 935 km,Essence,Double embrayage / DCT,190 CV / 140 kW,2,Berline,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,154 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/audi-a-5-sportback/id/c69e3eef-afa1-4bb3-a4b3-aab71c143263/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Clio,1.0 TCe Business,11 090 €,24.06.2020,58 173 km,Essence,Boite de vitesse manuelle,100 CV / 74 kW,2,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,119 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/renault-clio/id/8b15cfce-49ca-42f1-8252-1d2d3cf7e091/?financePeriod=84&cashAmount=50000&impression_id=NzQ3M2Y0NDItZjdhYi00YWYzLTlkMWMtMDEwMTY1NmUxNWJkKzE3NDQxODIxNTEzNjY%3D
2025-04-09,Renault Arkana,1.6 E-Tech RS Line,20 990 €,01.02.2022,55 451 km,Hybride,Boite de vitesse automatique,145 CV / 105 kW,2,SUV,5,5,Noir,Alcantara (Sellerie d'origine),EURO 6,110 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/renault-arkana/id/491f9732-db59-4106-9bb3-630adb9c9c9d/?financePeriod=84&cashAmount=50000&impression_id=MjM2YTg5MWQtODhkMS00NmEzLTg0N2MtMDNlZTQwYzc4MTJlKzE3NDQxODIxMjUwNTU%3D
2025-04-09,Audi Q3,35 TFSI MHEV S Line S Tronic 7,30 990 €,04.05.2021,63 834 km,Essence,Double embrayage / DCT,150 CV / 110 kW,2,SUV,5,5,Or,Mi-cuir (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/audi-q-3/id/8dac7647-6c7c-495c-a619-0a199a84c0ad/?financePeriod=84&cashAmount=50000&impression_id=YzJlNDJiNGUtMDg2NC00MzlmLThmZTQtY2I0MTg1MjEzZmQ4KzE3NDQxODIwODMwMDE%3D
2025-04-09,DS Automobiles DS3 Crossback,1.2 PureTech Grand Chic Automatique,18 190 €,03.01.2020,26 785 km,Essence,Boite de vitesse automatique,155 CV / 114 kW,1,SUV,5,5,Blanc,Cuir (Sellerie d'origine),EURO 6,114 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/ds-automobiles-ds-3-crossback/id/c06e7de5-b35a-4057-ae51-91d8c3b1ff34/?financePeriod=84&cashAmount=50000
2025-04-09,Volkswagen T-Roc,2.0 TDI T-Roc BVM6,26 590 €,19.07.2023,9 692 km,Diesel,Boite de vitesse manuelle,116 CV / 85 kW,1,SUV,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,122 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/volkswagen-t-roc/id/ffb8ac11-08ce-45ea-920f-827fe16cae5f/?financePeriod=84&cashAmount=50000
2025-04-09,Mercedes-Benz Classe A Berline,180 d AMG Line 7G-DCT,24 890 €,20.09.2019,50 839 km,Diesel,Boite de vitesse automatique,116 CV / 85 kW,2,Berline,4,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,,Crit'Air 2,,https://www.autohero.com/fr/mercedes-benz-classe-a-berline/id/e8f73d04-2c46-4c3e-a818-199dc7d48d17/?financePeriod=84&cashAmount=50000&impression_id=NzEzMTUyODYtNTZhYi00ZDI0LWFiYmEtMjk5ODM5M2YyZWMxKzE3NDQxODIwODgyMTU%3D
2025-04-09,Ford Puma,1.0 EcoBoost Hybrid mHEV ST Line,17 490 €,31.05.2021,41 614 km,Hybride,Boite de vitesse manuelle,155 CV / 114 kW,Inconnu,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,127 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/ford-puma/id/9f7da3cc-802a-4829-8f4f-f49ec131d53c/?financePeriod=84&cashAmount=50000&impression_id=YmM3MjY3NjUtZTc0YS00NDljLTk2ZWUtNTk4ZTVjZmRmNDc1KzE3NDQxODE3ODI1OTA%3D
2025-04-09,Dacia Sandero,Stepway 1.0 TCe Confort,12 390 €,06.07.2021,35 282 km,Essence,Boite de vitesse manuelle,91 CV / 67 kW,2,Citadine,5,5,Bleu,Tissu (Sellerie d'origine),EURO 6,128 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/dacia-sandero/id/e5a92a74-36d0-47fe-99f1-65bb74a77db4/?financePeriod=84&cashAmount=50000&impression_id=YTQ5ZDU0ZmMtZjAzMi00YWU0LWIzZTctZTIwMTdiNjFjMzExKzE3NDQxODE5MDk2ODE%3D
2025-04-09,Jeep Compass,1.6 MJet Limited,15 990 €,21.05.2019,88 404 km,Diesel,Boite de vitesse manuelle,120 CV / 88 kW,2,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,129 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/jeep-compass/id/0c3db21d-898a-4abc-9c87-f4b22f16db2e/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Captur,1.5 dCi Energy Intens EDC,14 790 €,14.06.2018,12 343 km,Diesel,Double embrayage / DCT,90 CV / 66 kW,2,SUV,5,5,Rouge,Mi-cuir (Sellerie d'origine),EURO 6,103 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/renault-captur/id/e18e4aa3-fa1f-4018-9271-86648102bfd2/?financePeriod=84&cashAmount=50000&impression_id=MWFhNDRmNzQtMzgxOS00OGUyLWFkNmYtMjhhODBlMjM5OTVhKzE3NDQxODE4ODMwOTk%3D
2025-04-09,Audi Q3,35 TFSI S Line S Tronic 7,32 990 €,04.05.2021,43 049 km,Essence,Double embrayage / DCT,150 CV / 110 kW,2,SUV,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/audi-q-3/id/65caa51c-6846-40b5-99d1-5a46450c1d41/?financePeriod=84&cashAmount=50000
2025-04-09,Hyundai Tucson,1.6 CRDi Hybrid 48V Executive DCT-7,22 790 €,22.06.2022,95 919 km,Diesel,Boite de vitesse automatique,136 CV / 100 kW,1,SUV,5,5,Marron,Cuir (Sellerie d'origine),EURO 6,143 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/hyundai-tucson/id/b92325e5-85de-4ff7-8dc5-e85d9adab2e7/?financePeriod=84&cashAmount=50000&impression_id=MjQwNDAwY2EtMDVkYi00NzI2LWI3Y2YtN2IxMmRmNDUwZDQyKzE3NDQxODIxMTQ0NzY%3D
2025-04-09,Seat Ibiza,1.0 EcoTSI FR DSG7,15 590 €,22.10.2019,43 340 km,Essence,Boite de vitesse automatique,115 CV / 85 kW,Inconnu,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,105 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/seat-ibiza/id/598f7b23-33f9-4638-ae45-fd1b7a14e5d5/?financePeriod=84&cashAmount=50000
2025-04-09,MINI MINI,One Edition Heddon Street DCT7,15 690 €,23.10.2018,77 148 km,Essence,Semi-automatique,102 CV / 75 kW,2,Citadine,5,5,Vert,Cuir (Sellerie d'origine),EURO 6,117 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/mini-mini/id/0ef5ec2a-a8b1-44d3-ab18-0495e48103fe/?financePeriod=84&cashAmount=50000
2025-04-09,Volkswagen Golf VIII,2.0 TDI GTD DSG7,31 390 €,24.06.2022,45 658 km,Diesel,Double embrayage / DCT,200 CV / 147 kW,Inconnu,Berline,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,139 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/volkswagen-golf-viii/id/1bfe78d0-47b7-4029-8f31-a40875442018/?financePeriod=84&cashAmount=50000
2025-04-09,Volvo V40,1.5 T3 Momentum Geartronic 6,18 090 €,26.04.2018,57 526 km,Essence,Boite de vitesse automatique,152 CV / 112 kW,2,Berline,5,5,Beige,Tissu (Sellerie d'origine),EURO 6,129 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/volvo-v-40/id/99c2d433-556d-45bf-acc3-62964a48960b/?financePeriod=84&cashAmount=50000
2025-04-09,BMW Série 5,520d M Sport BVA8,37 690 €,10.08.2020,50 246 km,Diesel,Boite de vitesse automatique,190 CV / 140 kW,3,Berline,4,5,Gris,Cuir (Sellerie d'origine),EURO 6,139 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/bmw-serie-5/id/13415443-8768-4c87-9da4-7eb06ee0c536/?financePeriod=84&cashAmount=50000&impression_id=NDk0YWFhMjEtNmM4OS00MjMzLTg2OTQtNjQ3MjA0MjZhYjRiKzE3NDQxODIxMzAxODQ%3D
2025-04-09,Toyota C-HR,2.0 Hybride Collection,20 390 €,29.10.2020,85 610 km,Hybride,Boite de vitesse automatique,184 CV / 135 kW,3,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,119 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/toyota-c-hr/id/356b15ea-5b5a-4326-97a5-84d5e5392a2c/?financePeriod=84&cashAmount=50000
2025-04-09,Nissan Qashqai,1.6 DIG-T N-Connecta,16 590 €,27.02.2018,88 826 km,Essence,Boite de vitesse manuelle,163 CV / 120 kW,2,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,134 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/nissan-qashqai/id/8cc82aab-f52b-4b44-8fc4-786d88198207/?financePeriod=84&cashAmount=50000
2025-04-09,Mercedes-Benz Classe C,Coupé 250 d Fascination 9G-Tronic,24 190 €,17.02.2017,89 011 km,Diesel,Boite de vitesse automatique,204 CV / 150 kW,3,Coupé,2,4,Gris,Cuir (Sellerie d'origine),EURO 6,120 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/mercedes-benz-classe-c/id/e1f60f7b-26c2-43e5-8612-7ea649e9de88/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 108,1.0 VTi Style,9 990 €,20.08.2019,5 304 km,Essence,Boite de vitesse manuelle,72 CV / 53 kW,1,Citadine,5,4,Gris,Tissu (Sellerie d'origine),EURO 6,85 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-108/id/ad0b7f76-73f5-4300-9d74-75afd0fbb3ea/?financePeriod=84&cashAmount=50000
